Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
INDOTECH,93,2600,3.4,57,18.1
VOLTAMP,75,9313,-17.8,5.6,28.4
BBL,61,3108,-14.6,13.5,19.5
TARIL,29,9437,-8.4,6.1,45.7
