Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
AVALON,96,10085,39.5,52.9,1.5
SYRMA,94,20372,7.9,26.8,11
EBGNG,88,5077,15.7,21.8,8.1
CENTUM,87,4685,10.6,18.2,4.6
MARINE,85,3330,3.7,28.1,7.7
CYIENTDLM,80,3477,9.4,40.2,13.4
MOSCHIP,75,4005,-0.6,6,28.5
AMBER,60,26290,-8,-7.2,16.9
MICEL,51,1055,6.4,9.7,47.1
DIXON,39,71892,5.1,13.8,36
ELIN,8,599,-2.7,-8,48.4
PGEL,7,13453,-16.5,-24.2,43.7
KAYNES,3,22787,-18.9,-13,55.9
