Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
SEJALLTD,89,868,-3.8,29,25.3
BOROSCI,80,1230,18.7,31.9,27.6
BORORENEW,54,7227,-0.2,8.9,28.5
