Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
RPTECH,97,3604,15.9,60.5,2.2
HIRECT,93,3338,4.1,40.7,24
TRITURBINE,91,22022,19.4,40.3,6.1
ADANIENT,86,370623,22.7,27.7,0.3
AEROENTER,82,1110,6.7,25.1,14.6
HONAUT,57,30440,8,9.4,17
KOTHARIPRO,51,434,-0.7,7.7,32.9
HEXATRADEX,49,929,-3.1,3.5,16.3
STCINDIA,48,701,-3.4,0.3,30.9
AFFORDABLE,3,190,-5,-10.6,67.9
