Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
VIDYAWIRES,98,1985,6.9,83.8,9.7
UNIVCABLES,97,4053,35.8,72.3,5.5
PARACABLES,96,1993,62.3,92.3,0
RRKABEL,94,22529,31.9,31.9,2.9
ADVAIT,91,2300,-0.3,25.3,2.8
CORDSCABLE,90,304,29,40.6,0
FINCABLES,89,16342,6.3,29.3,8.9
POLYCAB,89,141549,16.5,12.6,0.3
KEI,87,50515,8,6.8,1.2
PLAZACABLE,70,208,15.4,26.9,27.2
DYCL,47,1570,-15.6,16.2,38.7
CMICABLES,15,5,0,-28,47
