Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
GREENLAM,64,6428,11.8,5.1,10.4
CENTURYPLY,63,17306,-1.7,3.8,9.4
GREENPLY,53,3262,5.4,16.9,25.8
WIPL,39,121,-9.8,-6.6,26.2
ARCHIDPLY,37,155,4.8,-0.9,32.4
AIROLAM,21,125,-0.9,-10,39
GREENPANEL,21,2441,-6,-3.9,40.7
RUSHIL,6,463,-8.3,-13.5,53.7
