Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
SIGNPOST,89,1636,16.6,22.7,1.1
BCG,42,2197,13.4,4.2,50.5
AFFLE,40,20650,1.1,6.9,32.8
ODIGMA,20,81,-5.2,-1.6,53.7
TOUCHWOOD,12,80,-3.9,-11.4,46.9
RKSWAMY,12,499,13.6,-0.1,52.6
VERTOZ,9,403,-7.9,3,57.7
