Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
CYBERMEDIA,79,36,9.2,15.2,22.8
SAMBHAAV,51,138,4.3,-0.4,36.5
SABEVENTS,49,8,-18.4,-54.7,56.2
DNAMEDIA,5,34,-1.3,-13.3,50.8
