ticker,macro_sector_code,macro_sector,sector_code,sector,industry_code,industry,basic_industry_code,basic_industry,synced_at
506373.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
506854.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
514440.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
530477.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
533315.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
AMNPLST.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
ANDHRSUGAR.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
CHEMFAB.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
DEEPAKFERT.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
GHCL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
GNFC.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
GRAUWEIL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
GUJALKALI.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
IGPL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
INDOBORAX.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
JGCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
OCCLLTD.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
SADHNANIQ.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
SRF.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
SRHHYPOLTD.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
TATACHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
TGVSL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
TIRUMALCHM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
TRANSPEK.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
TUTIALKA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101001,Commodity Chemicals,2026-08-30T11:58:21.064178+00:00
AARTIIND.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
ACI.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
AETHER.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
ALKYLAMINE.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
ANURAS.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
ATUL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
BALAMINES.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
BASF.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
CLEAN.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
DEEPAKNTR.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
ELANTAS.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
EPIGRAL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
FCL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
FINEORG.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
FLUOROCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
FOSECOIND.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
GALAXYSURF.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
JUBLINGREA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
LXCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
NAVINFLUOR.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
NEOGEN.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
PIDILITIND.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
PRIVISCL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
VINATIORGA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
YASHO.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101002,Specialty Chemicals,2026-08-30T11:58:21.064178+00:00
HSCL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101003,Carbon Black,2026-08-30T11:58:21.064178+00:00
PCBL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101003,Carbon Black,2026-08-30T11:58:21.064178+00:00
AKSHARCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
ARUNAYA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
ASAHISONG.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
BHAGERIA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
BODALCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
DUCOL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
HPIL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
KIRIINDUS.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
MAHICKRA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
PARAGON.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
PODDARMENT.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
PROLIFE.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
SHREEPUSHK.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
SUDARCOLOR.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
SUDARSCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
UCL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
ULTRAMAR.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
UNILEX.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
YCCL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101004,Dyes And Pigments,2026-08-30T11:58:21.064178+00:00
506528.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101005,Explosives,2026-08-30T11:58:21.064178+00:00
544369.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101005,Explosives,2026-08-30T11:58:21.064178+00:00
GOCLCORP.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101005,Explosives,2026-08-30T11:58:21.064178+00:00
PREMEXPLN.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101005,Explosives,2026-08-30T11:58:21.064178+00:00
SOLARINDS.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101005,Explosives,2026-08-30T11:58:21.064178+00:00
506858.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
514165.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
530027.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
531454.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
544265.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
AGARIND.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
BEPL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
DCW.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
KOTHARIPET.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
MANALIPETC.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
NEPTUNE.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
PASUPTAC.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
RAIN.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
RAJPUTANA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
SPLPETRO.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
SWANCORP.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
TNPETRO.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101006,Petrochemicals,2026-08-30T11:58:21.064178+00:00
DICIND.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101007,Printing Inks,2026-08-30T11:58:21.064178+00:00
KSHITIJPOL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101007,Printing Inks,2026-08-30T11:58:21.064178+00:00
512229.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
524444.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
524522.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
539800.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
539939.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
542012.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
543798.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
544272.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
544324.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
544551.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
544772.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
DHARIWAL.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
MYSORPETRO.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
SRD.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
UNIENTER.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
VINYLINDIA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101008,Trading - Chemicals,2026-08-30T11:58:21.064178+00:00
500051.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101009,Industrial Gases,2026-08-30T11:58:21.064178+00:00
507813.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101009,Industrial Gases,2026-08-30T11:58:21.064178+00:00
524624.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101009,Industrial Gases,2026-08-30T11:58:21.064178+00:00
544308.BO,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101009,Industrial Gases,2026-08-30T11:58:21.064178+00:00
ELLEN.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101009,Industrial Gases,2026-08-30T11:58:21.064178+00:00
LINDEINDIA.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101009,Industrial Gases,2026-08-30T11:58:21.064178+00:00
STALLION.NS,IN01,Commodities,IN0101,Chemicals,IN010101,Chemicals & Petrochemicals,IN010101009,Industrial Gases,2026-08-30T11:58:21.064178+00:00
524204.BO,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
524687.BO,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
531862.BO,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
542123.BO,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
AGROPHOS.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
ANYA.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
ARIES.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
BALAJIPHOS.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
CHAMBLFERT.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
COROMANDEL.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
FACT.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
GSFC.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
KHAICHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
KRISHANA.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
MADRASFERT.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
MBAPL.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
NAGAFERT.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
NFL.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
NOVAAGRI.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
PARADEEP.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
RAMAPHO.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
RCF.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
SHIVAAGRO.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
SPIC.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
ZUARI.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102001,Fertilizers,2026-08-30T11:58:21.064178+00:00
544611.BO,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
ADVANCE.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
ASTEC.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
BAYERCROP.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
BESTAGRO.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
BHAGCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
BHARATRAS.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
CLSL.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
DHANUKA.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
DHARMAJ.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
GSPCROP.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
HERANBA.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
IGCL.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
INSECTICID.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
IPL.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
MOL.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
NACLIND.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
PIIND.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
PUNJABCHEM.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
RALLIS.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
SHARDACROP.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
SHIVALIK.NS,IN01,Commodities,IN0101,Chemicals,IN010102,Fertilizers & Agrochemicals,IN010102002,Pesticides & Agrochemicals,2026-08-30T11:58:21.064178+00:00
