Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
LIKHITHA,73,824,-6.8,39.5,35.1
RELIANCE,47,1849760,0.1,-2.3,15.2
AEGISVOPAK,22,22946,4.8,-11.8,31.2
