Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
ANTELOPUS,94,2561,12.3,35,7.5
ONGC,77,358475,-0.3,2.7,7.3
HINDOILEXP,76,2166,6.9,23.6,12.3
OIL,75,78476,1.3,2.6,9.1
PRABHA,13,2210,0.1,-10,49.2
