Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
RATEGAIN,91,8578,22.5,42.6,2.4
ITDC,56,4756,-7.8,4.6,22.2
EASEMYTRIP,40,2905,1,-6,30.1
IXIGO,31,7765,4.5,7.2,47.8
TBOTEK,29,13254,-4.2,-5.5,31.1
YATRA,16,1590,-11.7,-11.2,49.8
IRCTC,13,43003,-1.3,-11.2,32.8
THOMASCOOK,4,4381,-6.1,-10.2,50.5
ECOSMOBLTY,2,818,-2.9,-7.9,61.8
