Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
WONDERLA,26,3049,-9,0.6,29.3
IMAGICAA,25,2477,-8.3,-2.4,42.1
DREAMFOLKS,2,409,-7.1,-5.8,73.6
