Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
MEESHO,84,90100,9.3,23.4,22.8
LENSKART,77,87497,-3.9,-0.3,9.7
NYKAA,76,77329,0.3,1.3,5.4
ISFT,53,135,11.5,15.7,30.3
ETERNAL,42,239010,-3.1,-1,30.4
RTNINDIA,37,4842,-3.2,17.3,49.8
MSTCLTD,36,3023,-3.8,-5.1,25.2
CARTRADE,31,8571,4.1,0.5,45.6
INDIAMART,27,12212,-4.3,-7.5,27.5
FIRSTCRY,20,12145,-7.5,10.6,46.9
DIGIDRIVE,8,77,-12.9,-6.3,46.1
UNIECOM,5,994,-18.3,-17.3,43.1
SWIGGY,5,69021,-12.6,-18.7,47.2
