Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
DMART,57,267159,-9.1,5.4,17.2
VMART,48,5240,3.3,15.4,30.3
FEL,44,28,-4.3,4.7,30.8
VMM,42,56629,-3.7,-1.6,23.2
PATELRMART,42,667,-8.5,11.5,34.5
SPENCERS,23,338,9.9,12,46.6
SHOPERSTOP,20,3703,13.5,5.4,42.7
RETAIL,4,17,2.7,-13.6,52.9
OSIAHYPER,0,68,-41.1,-59.6,88.3
