Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
UFBL,99,1962,63.5,102.2,1
RBA,52,3965,6.1,6.8,22.4
SPECIALITY,52,548,13.5,11.4,26.4
TRAVELFOOD,45,15172,-10.2,-6.4,20.2
WESTLIFE,14,7267,-0.5,-6.7,43
DEVYANI,12,14294,3.9,-11.8,39.2
JUBLFOOD,8,29010,-9.6,-15.3,39
COFFEEDAY,7,534,-4.7,-16.7,50.9
SAPPHIRE,4,5927,5.1,-13.7,49.8
