Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
HFCL,99,24942,52.6,131.8,0.1
VINDHYATEL,92,2105,33.5,70.5,6.1
SUYOG,73,908,1,18,21.7
INDUSTOWER,72,115748,9.1,-4.9,8.9
GTLINFRA,67,1716,8.9,20.5,37.8
PACEDIGITK,52,4113,4.6,7.4,17.9
