Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
MODINATUR,93,601,22.8,51.9,12.3
GOKULAGRO,92,6443,-3.2,28.8,12.5
GAEL,91,7483,6.6,12.9,8.4
KRITINUT,81,482,-4.9,38.5,23.9
BCLIND,68,1031,2.3,25.8,29
AVTNPL,62,1062,0.7,6.3,17.3
NKIND,61,43,0,6.2,23.4
ROML,58,68,-0.3,7.8,38.1
GOKUL,55,407,2.2,-0.7,22.9
KNAGRI,44,479,-0.1,5.9,29.9
SUNDROP,37,2528,3.2,3.8,29.7
MKPL,25,189,-5.1,-0.4,48.2
SANWARIA,21,8,20,0,41.5
SHANTI,6,7,-6.6,-2.3,71.8
