Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
TAKE,96,438,-34.6,-35.1,40.9
SUVEN,95,7147,28.1,81,9.7
INDGN,51,12444,3.9,4.7,18.4
VIMTALABS,28,2051,-0.6,-1.1,49.1
SYNGENE,23,18631,5.6,6.6,36.5
