Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
CARERATING,68,5064,6.4,4.7,14.1
ICRA,33,5227,-1.1,-4.7,23.9
CRISIL,22,29491,-6.2,-11.3,34.4
