Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
GFLLIMITED,32,522,-1.4,2.7,41
BFINVEST,31,1483,-5.8,-3.6,26.6
BAJAJHLDNG,29,118406,3,-4.7,27.9
