Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
BIRLACABLE,75,500,4.5,20.9,22.2
TEJASNET,72,8431,14.5,49.1,36.9
ITI,62,27994,-3,7.4,22
KAVDEFENCE,61,393,0.5,3,59.5
AKSHOPTFBR,45,97,-3.5,21.2,39.8
TNTELE,37,40,-12.8,5,64.8
OPTIEMUS,26,3823,3.8,2,39.8
