Stock Name,RS Rating,Market Cap,1 Month Returns(%),3 Month Returns(%),% from 52W High
STLTECH,99,22597,65.6,178.5,0
SHYAMTEL,97,21,-1.3,87.3,24
KERNEX,91,2459,9.3,35.1,10
BLSE,82,1927,10.3,35.2,8.8
SMARTLINK,77,147,14.2,23.7,23.5
DLINKINDIA,68,1646,0.1,11.9,21.6
UMIYA-MRO,64,155,-4.4,-3.2,24.5
NELCO,35,1535,-4.6,7.5,42
HCL-INSYS,13,382,-6.3,-10.2,42.4
